X,age,gender,deaths.x,deaths.y,deaths,child_age,nb_c,orphans
1,0-4,Female,71.794004,109.982304,25,0,0,0
1,0-4,Female,71.794004,109.982304,25,1,0,0
1,0-4,Female,71.794004,109.982304,25,2,0,0
1,0-4,Female,71.794004,109.982304,25,3,0,0
1,0-4,Female,71.794004,109.982304,25,4,0,0
1,0-4,Female,71.794004,109.982304,25,5,0,0
1,0-4,Female,71.794004,109.982304,25,6,0,0
1,0-4,Female,71.794004,109.982304,25,7,0,0
1,0-4,Female,71.794004,109.982304,25,8,0,0
1,0-4,Female,71.794004,109.982304,25,9,0,0
1,0-4,Female,71.794004,109.982304,25,10,0,0
1,0-4,Female,71.794004,109.982304,25,11,0,0
1,0-4,Female,71.794004,109.982304,25,12,0,0
1,0-4,Female,71.794004,109.982304,25,13,0,0
1,0-4,Female,71.794004,109.982304,25,14,0,0
1,0-4,Female,71.794004,109.982304,25,15,0,0
1,0-4,Female,71.794004,109.982304,25,16,0,0
1,0-4,Female,71.794004,109.982304,25,17,0,0
2,0-4,Male,54.991152,178.721244,81,0,0,0
2,0-4,Male,54.991152,178.721244,81,1,0,0
2,0-4,Male,54.991152,178.721244,81,2,0,0
2,0-4,Male,54.991152,178.721244,81,3,0,0
2,0-4,Male,54.991152,178.721244,81,4,0,0
2,0-4,Male,54.991152,178.721244,81,5,0,0
2,0-4,Male,54.991152,178.721244,81,6,0,0
2,0-4,Male,54.991152,178.721244,81,7,0,0
2,0-4,Male,54.991152,178.721244,81,8,0,0
2,0-4,Male,54.991152,178.721244,81,9,0,0
2,0-4,Male,54.991152,178.721244,81,10,0,0
2,0-4,Male,54.991152,178.721244,81,11,0,0
2,0-4,Male,54.991152,178.721244,81,12,0,0
2,0-4,Male,54.991152,178.721244,81,13,0,0
2,0-4,Male,54.991152,178.721244,81,14,0,0
2,0-4,Male,54.991152,178.721244,81,15,0,0
2,0-4,Male,54.991152,178.721244,81,16,0,0
2,0-4,Male,54.991152,178.721244,81,17,0,0
5,10-14,Female,22.91298,33.605704,7,0,0,0
5,10-14,Female,22.91298,33.605704,7,1,0,0
5,10-14,Female,22.91298,33.605704,7,2,0,0
5,10-14,Female,22.91298,33.605704,7,3,0,0
5,10-14,Female,22.91298,33.605704,7,4,0,0
5,10-14,Female,22.91298,33.605704,7,5,0,0
5,10-14,Female,22.91298,33.605704,7,6,0,0
5,10-14,Female,22.91298,33.605704,7,7,0,0
5,10-14,Female,22.91298,33.605704,7,8,0,0
5,10-14,Female,22.91298,33.605704,7,9,0,0
5,10-14,Female,22.91298,33.605704,7,10,0,0
5,10-14,Female,22.91298,33.605704,7,11,0,0
5,10-14,Female,22.91298,33.605704,7,12,0,0
5,10-14,Female,22.91298,33.605704,7,13,0,0
5,10-14,Female,22.91298,33.605704,7,14,0,0
